trialname,outcome,endpoint_x,endpoint_y,bounces,tsims
contain_sc1_var_l1_complex_l1,REDGOAL,250.18499923813255,140.81619358352074,4,6.149999999999986
contain_sc1_var_l1_complex_l1,TIMEUP,458.3419807944971,279.4106369485285,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,327.41228318903575,171.1978575106649,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,241.34972088408455,147.03367230395284,5,6.849999999999984
contain_sc1_var_l1_complex_l1,TIMEUP,361.6321380769329,304.36170615754935,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,363.64571705105385,133.32692100163467,4,5.949999999999987
contain_sc1_var_l1_complex_l1,TIMEUP,330.72089997649937,401.28663543423625,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,314.83524188983466,255.7965714331707,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,521.6141816426145,493.30965074727135,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,418.7488135944408,373.7955902597958,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,516.3059079467128,418.8972262501346,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,396.4917571463328,206.13410941575947,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,349.71970268770184,145.03127767653694,2,3.2999999999999963
contain_sc1_var_l1_complex_l1,TIMEUP,314.4465704260896,189.40623608663842,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,129.5005133025036,393.2766522800218,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,396.04277855105437,380.14373757940535,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,434.4887912285903,424.20247755121113,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,416.9965799040783,166.29660363119677,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,407.32199063023944,403.63512007961833,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,528.2905527404675,473.8070219039144,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,73.19907851471214,291.94353500338343,10,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,320.23407371882337,147.64258035317258,3,5.299999999999989
contain_sc1_var_l1_complex_l1,REDGOAL,283.3436180623224,146.06299450225302,5,6.8999999999999835
contain_sc1_var_l1_complex_l1,TIMEUP,358.65786115488595,463.9527705752905,10,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,313.465524936883,143.97727149198812,5,7.049999999999983
contain_sc1_var_l1_complex_l1,TIMEUP,195.27047970728032,336.97359510469676,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,113.80038527489822,454.0815633233773,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,263.0025571752844,148.53961292718333,5,6.849999999999984
contain_sc1_var_l1_complex_l1,REDGOAL,251.48479383257313,145.5520825248843,2,3.599999999999995
contain_sc1_var_l1_complex_l1,TIMEUP,521.3064678761048,152.0866593488437,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,160.72563948768195,331.67472170903415,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,273.91407997088146,148.46005435213556,2,3.599999999999995
contain_sc1_var_l1_complex_l1,REDGOAL,362.3947427345698,139.40761100539163,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,TIMEUP,390.25544046366707,331.11536384599515,6,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,298.0512325340136,145.17369352087522,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,TIMEUP,93.82575095915573,385.84444104544724,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,284.0518631309455,143.45276533572851,4,6.399999999999985
contain_sc1_var_l1_complex_l1,TIMEUP,366.69778024796597,147.51387938945504,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,240.36558421339143,145.68046546121184,3,5.09999999999999
contain_sc1_var_l1_complex_l1,REDGOAL,231.77905130125987,137.0068239886783,4,6.299999999999986
contain_sc1_var_l1_complex_l1,REDGOAL,304.93027407075357,147.84037494397842,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,REDGOAL,341.570692770013,142.37525728777763,2,3.349999999999996
contain_sc1_var_l1_complex_l1,TIMEUP,472.8782475888936,362.57076405509747,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,142.21629612544945,340.43266139468403,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,257.6290459913534,144.7124750438034,2,3.599999999999995
contain_sc1_var_l1_complex_l1,TIMEUP,447.33574883214004,232.3024434752745,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,239.62331503217317,142.79964735978757,6,7.599999999999981
contain_sc1_var_l1_complex_l1,REDGOAL,278.94058748978534,147.04017288484854,3,4.99999999999999
contain_sc1_var_l1_complex_l1,REDGOAL,313.672483045898,146.72817286204403,2,3.4999999999999956
contain_sc1_var_l1_complex_l1,TIMEUP,470.89226673639246,429.83817870027593,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,451.1980333301638,417.08488877045335,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,107.3942463435059,494.3202058740577,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,524.977031570815,392.31859976619535,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,254.91552413049823,148.57921775223247,6,8.699999999999989
contain_sc1_var_l1_complex_l1,TIMEUP,398.6668487334037,164.29785740493256,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,360.79034997112706,144.69540997450244,3,3.399999999999996
contain_sc1_var_l1_complex_l1,REDGOAL,345.25399203450775,144.48856592899108,5,6.999999999999983
contain_sc1_var_l1_complex_l1,REDGOAL,344.58219262561545,149.3086202419929,2,3.349999999999996
contain_sc1_var_l1_complex_l1,TIMEUP,163.05691562492305,412.2770614835087,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,156.30549104694512,341.3380287551367,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,314.4864696728122,143.38956093142448,1,2.499999999999999
contain_sc1_var_l1_complex_l1,REDGOAL,301.77136501224646,145.86829509224972,2,3.349999999999996
contain_sc1_var_l1_complex_l1,REDGOAL,344.45338233097095,149.44992640966117,3,5.349999999999989
contain_sc1_var_l1_complex_l1,REDGOAL,244.23898732204094,142.17456282042548,2,3.649999999999995
contain_sc1_var_l1_complex_l1,REDGOAL,239.0412081358396,138.4032765287544,6,9.099999999999994
contain_sc1_var_l1_complex_l1,REDGOAL,284.4514894452922,145.59108257973114,5,6.8999999999999835
contain_sc1_var_l1_complex_l1,REDGOAL,321.0066628564616,147.54654557365055,2,3.399999999999996
contain_sc1_var_l1_complex_l1,TIMEUP,437.0801592004629,219.01930212917722,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,99.5606214555735,318.1818409500926,12,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,268.64438442135474,148.50485593091278,6,8.699999999999989
contain_sc1_var_l1_complex_l1,TIMEUP,154.56386406211305,418.79275167909316,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,344.7287041358853,198.4003812269932,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,358.70251687456977,136.9835213324214,4,5.999999999999987
contain_sc1_var_l1_complex_l1,REDGOAL,290.1218163404933,144.32600373035206,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,TIMEUP,130.4833702584662,442.07898828152577,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,524.6775175103273,463.45511067487615,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,466.68426890517753,444.95714452045934,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,326.33914346663636,144.307567911799,2,3.2999999999999963
contain_sc1_var_l1_complex_l1,TIMEUP,502.7614345481331,346.2755528250115,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,257.03018766704713,304.11358793104307,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,300.00894226292036,144.05292881959048,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,REDGOAL,327.775581990694,148.90258356433597,7,9.650000000000002
contain_sc1_var_l1_complex_l1,REDGOAL,317.92453223530276,146.87717162854548,3,5.14999999999999
contain_sc1_var_l1_complex_l1,TIMEUP,319.69657435650765,219.81778952493696,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,476.45277922273755,204.324787809448,6,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,254.46148762062703,138.87871306602997,4,5.999999999999987
contain_sc1_var_l1_complex_l1,REDGOAL,243.71603807025033,140.41025797117425,3,5.04999999999999
contain_sc1_var_l1_complex_l1,TIMEUP,387.76319248527835,309.03289942532086,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,342.2979167617393,143.10355435477078,6,8.14999999999998
contain_sc1_var_l1_complex_l1,TIMEUP,332.50883876974115,262.85866367422886,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,284.0198473964788,141.7452719556261,7,8.899999999999991
contain_sc1_var_l1_complex_l1,TIMEUP,191.23130463790315,304.1454503929692,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,152.20079511327575,430.4983137493321,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,346.57412123501337,144.88553989507838,7,9.600000000000001
contain_sc1_var_l1_complex_l1,TIMEUP,197.41830615420548,282.7260739585861,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,322.88182025904496,143.78266140637507,2,3.399999999999996
contain_sc1_var_l1_complex_l1,TIMEUP,535.5831798660058,169.9215659903313,6,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,328.9124655357616,148.44384833471116,7,9.600000000000001
contain_sc1_var_l1_complex_l1,REDGOAL,292.55528304094696,143.38173178889366,6,8.79999999999999
contain_sc1_var_l1_complex_l1,TIMEUP,341.8620215305795,473.48364382332437,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,239.8009139326425,142.4139798464824,4,6.249999999999986
contain_sc1_var_l1_complex_l1,TIMEUP,288.846712379952,441.3446445069086,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,246.6080924718481,236.08013069432258,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,219.00173740694254,352.6308203781462,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,228.2881513492922,422.7713505110078,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,473.4791840213837,494.08217001941125,6,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,281.8325596070125,146.36728126937587,2,3.4999999999999956
contain_sc1_var_l1_complex_l1,TIMEUP,319.83823068847084,329.3812785004498,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,514.3881850134095,341.3143449572995,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,314.06962787613435,149.09470697104433,6,8.199999999999982
contain_sc1_var_l1_complex_l1,TIMEUP,134.10134644216413,483.1239264393882,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,348.1388157296175,145.38835958997763,5,9.049999999999994
contain_sc1_var_l1_complex_l1,TIMEUP,461.37201116133843,508.75926814145225,11,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,267.4669548899491,142.64578998348665,5,6.949999999999983
contain_sc1_var_l1_complex_l1,REDGOAL,346.8172844795842,139.67979712816316,5,7.099999999999983
contain_sc1_var_l1_complex_l1,TIMEUP,461.53658935326604,392.4455000021247,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,521.8416456748573,439.6976456194485,6,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,214.42865902951303,474.11127334337374,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,327.22273258817125,138.45049908054298,4,5.899999999999987
contain_sc1_var_l1_complex_l1,REDGOAL,298.75069697289115,148.77978890564097,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,TIMEUP,84.9678392541997,502.4514607858962,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,290.4259576325619,148.4141647916722,6,8.399999999999984
contain_sc1_var_l1_complex_l1,TIMEUP,126.11047651979682,444.27225914908837,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,71.21315590390363,495.64355459459296,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,269.2429342005217,140.13162299246875,4,5.999999999999987
contain_sc1_var_l1_complex_l1,REDGOAL,362.23600019329245,140.41140951695527,6,9.149999999999995
contain_sc1_var_l1_complex_l1,TIMEUP,505.9011093700655,466.13011274495,10,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,353.9673073937699,148.60746652639318,2,3.2999999999999963
contain_sc1_var_l1_complex_l1,TIMEUP,426.97253410945393,216.84686899207085,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,406.2356113390629,207.16519035652027,7,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,285.3349057911749,147.6365086202178,6,8.84999999999999
contain_sc1_var_l1_complex_l1,TIMEUP,479.5167286916792,484.2672015782702,7,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,453.0775642267069,219.45069067427468,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,256.82368211057593,148.85580256581022,6,8.74999999999999
contain_sc1_var_l1_complex_l1,REDGOAL,298.8726829446881,140.36452327987698,8,9.55
contain_sc1_var_l1_complex_l1,REDGOAL,334.4920221823092,143.7017542129961,2,3.349999999999996
contain_sc1_var_l1_complex_l1,REDGOAL,361.9626561118647,143.52030760786363,3,3.2999999999999963
contain_sc1_var_l1_complex_l1,REDGOAL,239.74145959797468,144.21043044083137,5,8.649999999999988
contain_sc1_var_l1_complex_l1,TIMEUP,129.41154098517984,440.2544284061008,8,10.000000000000007
contain_sc1_var_l1_complex_l1,TIMEUP,480.2023074841523,506.6724260884789,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,316.96730690749297,143.43069685450718,2,3.4499999999999957
contain_sc1_var_l1_complex_l1,TIMEUP,361.9743439277684,277.59282172831246,8,10.000000000000007
contain_sc1_var_l1_complex_l1,REDGOAL,362.2657422130506,145.15400969319663,2,3.349999999999996
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,200.90571789459048,405.3629368634076,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,145.15331034333565,322.5858194675941,6,8.399999999999984
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,142.02104683525076,359.0325241528034,6,6.799999999999984
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,190.8100829358216,157.78957098616598,9,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,140.7897940237991,281.473343943735,2,3.2999999999999963
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,148.01801198873605,349.97768461517535,2,3.599999999999995
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,250.59723506259465,172.4432527946923,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,146.19526022426462,348.34504325200123,5,6.8999999999999835
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,146.15721867012232,336.89243576543504,2,3.4999999999999956
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,467.51415924614037,111.24501836852029,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,282.4887176854764,501.42432796354086,10,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,382.14008082995844,201.01639855714797,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,161.67244880935493,92.12580393356585,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,141.31756243299634,287.6961652269977,5,7.249999999999982
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,265.4160307750866,374.6257698137399,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,511.3636759973955,535.0115309014118,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,427.74814423912784,184.03953214959282,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,147.52009901580078,253.17959313799756,5,7.049999999999983
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,250.59505793071912,446.3952099635376,9,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,292.603646973903,290.5545966456527,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,411.4593767646938,71.49974812486187,9,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,148.180856698154,316.6267216474549,2,3.5499999999999954
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,208.2527487381388,301.73621795974657,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,149.30505903315495,286.4924942070327,4,5.349999999999989
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,142.59201917383982,242.9946634457386,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,335.338474099024,140.87804928935037,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,155.69886705035725,130.30412506006684,9,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,143.82114363903858,280.42728728638536,4,6.799999999999984
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,185.6342860218345,249.46979293364578,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,310.92870617675914,157.65321522546833,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,452.99359990286143,481.2291138607092,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,139.98909098313678,363.2309564799213,5,6.799999999999984
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,504.4910245274882,97.70282086621629,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,149.51515814480305,277.62078116291434,2,3.349999999999996
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,147.3920625588315,304.54918783835984,7,9.750000000000004
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,470.46046618602804,106.02787996358337,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,144.35283806073502,356.50230357162593,5,6.249999999999986
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,147.71125366515213,262.72570031540295,5,6.999999999999983
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,369.6170304971426,195.82867724489037,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,143.27265712813173,254.3215031559636,5,7.599999999999981
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,135.06732314975784,236.55900777925828,6,8.299999999999983
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,308.40960637431107,151.45131746437022,6,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,390.34778241927233,341.22245424576056,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,144.9005313472766,310.52519806898806,5,6.999999999999983
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,153.80802215565643,118.26875857956621,9,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,147.9128587764894,253.24406345880803,5,7.099999999999983
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,142.85704631087648,355.63350117665703,2,3.649999999999995
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,142.12749601970202,305.7923486592689,5,6.0499999999999865
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,472.11682569971885,469.59636871185245,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,250.29099824741647,485.24870754809984,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,420.3595886615961,297.29021257828566,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,149.37106130379252,312.1266061103488,2,3.599999999999995
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,142.6496870726949,264.3318341128833,2,3.4499999999999957
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,147.71889348200315,300.45180825876673,7,9.45
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,140.46491201296016,355.1785825158763,4,6.099999999999986
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,136.46783874832113,240.93588921076852,2,3.349999999999996
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,361.86542381466273,402.00582889359606,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,142.30970717221038,275.67481632775406,2,3.399999999999996
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,144.0790694568227,276.7619221527092,2,3.349999999999996
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,149.96910445250182,267.40563128235374,5,6.999999999999983
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,165.6627904962084,221.6602856273097,7,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,365.0156654609049,444.85757089780196,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,314.28710526480813,409.75848001567016,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,REDGOAL,139.97168090588488,302.67791422211997,7,9.600000000000001
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,379.42454172206715,465.34587638920266,8,10.000000000000007
contain_sc1_var_l1_complex_l1_LEFT,TIMEUP,403.6399802561825,79.97057571163874,8,10.000000000000007
